,Areaname,STCOU,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,popini,2011,2012,2013,2014,2015,2016,2017,2018,2019,popfin,2021,FIPScounty,Percapdmg,Exposure,Recovery,NDamage,NExposure,NRecovery
715,"Carteret, NC",37031,59383,59790,60311,61067,62127,62833,64028,64258,64700,65670,65068,65743,66415,67198,67851.0,68228.0,68537.0,68699.0,68920.0,69070.0,69301.0,67944.0,37031,3743.76796,3521.715168973901,0.06505501936435729,0.43293185573958093,1.6121988618088603,0.13521566775490723
716,"Catawba, NC",37035,141685,144865,145343,145601,147016,148629,150449,152448,153848,154610,153149,153886,154201,154432,154457.0,154610.0,155461.0,156182.0,156729.0,157613.0,158507.0,159852.0,37035,107.77145,829.7040904891528,0.034985536960737584,-0.21748671083530546,-0.24535668882415437,-0.16465758420939727
717,"Craven, NC",37049,91436,93325,92633,92906,93548,94729,96926,97825,99423,101923,100001,101576,102904,104041,104574.0,104450.0,104190.0,103374.0,103082.0,102491.0,102290.0,101405.0,37049,1061.15069,2147.2249910084033,0.022889771102288976,-0.04694321416867788,0.6637659672431049,-0.28528475677872484
718,"Cumberland, NC",37051,302963,304316,305697,303318,307629,303695,307365,308284,311800,317252,312994,316478,319329,322033,324002.0,324603.0,325841.0,332766.0,332106.0,332861.0,334562.0,333582.0,37051,858.56417,3195.2801809157872,0.06890866917576695,-0.08318253221626162,1.3869504856656687,0.1736468746964652
719,"Dare, NC",37055,29967,30826,31898,32697,33196,33354,33463,33541,33553,33679,33650,33819,34019,34289,34530.0,34863.0,35187.0,35412.0,35741.0,36222.0,36698.0,36718.0,37055,5419.69856,3499.073853187392,0.09057949479940565,0.7327276271417347,1.5965757827847806,0.38976303078066965
720,"Durham, NC",37063,223314,228978,233505,235570,238376,241785,246929,252796,259356,265356,258578,263862,269283,276494,282422.0,288817.0,294618.0,300865.0,306457.0,311848.0,317665.0,320146.0,37063,70.07427,1119.2499677065282,0.22850745229679245,-0.22423010173573166,-0.045562729695732385,1.7652740753790568
721,"Edgecombe, NC",37065,55606,55792,55855,55994,56064,56151,56129,55911,56420,56237,56247,56232,56253,56049,55779.0,55280.0,54669.0,54032.0,53332.0,52648.0,52069.0,49609.0,37065,4070.08003,2023.9815752204013,-0.07427951712980248,0.491303591862475,0.5787249015113717,-1.2543227356202382
722,"Forsyth, NC",37067,306067,310807,314215,316659,319997,325065,332110,338638,344330,348532,342989,347567,351368,354656,358130.0,361684.0,364691.0,368362.0,371573.0,375195.0,378499.0,380583.0,37067,15.05543,855.6416733782232,0.10353101702970066,-0.2340720460140041,-0.2274591023503587,0.5189243857037269
723,"Gaston, NC",37071,190365,191424,191930,191545,191646,193527,196284,200377,204454,205884,202642,204788,206291,207263,208379.0,209807.0,211753.0,214049.0,216585.0,219271.0,222119.0,226097.0,37071,22.22088,745.4234703431903,0.09611531666683117,-0.23279026763356664,-0.30351244271913685,0.44496999721252833
724,"Guilford, NC",37081,421048,428381,432068,436327,440597,448192,458792,468466,477809,484180,475786,483081,489576,495326,500899.0,506763.0,511815.0,517197.0,523582.0,527868.0,532956.0,537113.0,37081,226.56246000000002,1204.1710325562897,0.12015906310820411,-0.19623699889700025,0.01303494720020775,0.6847505274524418
725,"Haywood, NC",37087,54033,54802,55387,56077,56785,57085,57701,58386,58811,59152,58597,58836,58915,58951,59012.0,59170.0,59577.0,59854.0,60433.0,61053.0,61862.0,61695.0,37087,15.31653,472.1374211743978,0.05571957608751301,-0.2340253396194117,-0.4920867103368596,0.042116302212831795
726,"Henderson, NC",37089,89173,91150,92700,94246,95797,97584,100056,102270,104289,105813,103881,105453,106577,107583,108642.0,109719.0,110905.0,112156.0,113625.0,114913.0,116298.0,115613.0,37089,8.2167,516.5095478615688,0.1195310018193895,-0.23529537968650885,-0.4614688236275896,0.6784870747404304
727,"Iredell, NC",37097,122660,127136,130352,133099,136514,140514,146854,151944,156204,158387,154632,157501,159614,161297,162999.0,165066.0,167493.0,169798.0,172525.0,175538.0,178853.0,183965.0,37097,14.932039999999999,845.2548056998914,0.1566364012623519,-0.23409411840783315,-0.23462630305907048,1.0485272585733318
728,"Lee, NC",37105,49040,49853,49313,49372,49747,51056,52642,54106,55822,57359,55576,56787,57876,58735,59096.0,59418.0,59540.0,59805.0,60125.0,60481.0,61083.0,62676.0,37105,1612.7819200000001,1713.649318258017,0.0990895350511012,0.051734326612168896,0.3645878160186108,0.47463091810805097
729,"Lenoir, NC",37107,59648,59421,59293,59142,59088,59195,59203,59072,59398,59421,59307,59326,59372,59277,59095.0,58782.0,58343.0,57934.0,57227.0,56756.0,56350.0,55344.0,37107,1981.9635099999998,2039.8454182555374,-0.04985920717621866,0.11777469818932347,0.5896713533739972,-1.0107868588977336
730,"Mecklenburg, NC",37119,695454,720171,736422,753991,772949,798701,831507,862177,887991,908704,882761,905277,926873,947135,968500.0,990288.0,1011774.0,1034290.0,1054314.0,1074475.0,1095170.0,1100984.0,37119,10.10796,1517.617009829103,0.2406189217693124,-0.23495706511034317,0.2293205782513367,1.886057855027813
731,"Nash, NC",37127,87420,88242,88843,89493,90262,90876,92127,93733,94718,95492,94402,95182,95545,95571,95174.0,94722.0,94385.0,94125.0,94003.0,94030.0,94287.0,94628.0,37127,2724.9521899999995,2060.4051785002257,-0.0012181945297769115,0.2506828654270766,0.603858106566596,-0.5257057242996368
732,"New Hanover, NC",37129,160307,164386,168147,171928,178362,185412,190791,194339,197709,200178,197272,200336,203276,206403,209586.0,213091.0,216430.0,219866.0,224231.0,227938.0,231448.0,225175.0,37129,4580.4572100000005,2717.516411164601,0.17324303499736404,0.5826014775769288,1.0572814328576834,1.2141398619249195
733,"Onslow, NC",37133,150355,151068,153397,150481,158837,157205,161185,163256,169059,173064,169207,172917,176461,179935,182921.0,183753.0,185755.0,192685.0,193912.0,195069.0,198377.0,201597.0,37133,732.2199899999999,2172.8632378684124,0.17239239511367732,-0.10578337911605126,0.6814570043060414,1.2056567046577704
734,"Orange, NC",37135,118227,118684,117667,118667,119320,121526,124286,127193,129764,132369,129562,131856,133958,136057,137275.0,138644.0,139807.0,141812.0,142938.0,144836.0,146354.0,147376.0,37135,320.33889,873.914014054436,0.12960590296537566,-0.17946197422044738,-0.21485072636059072,0.7789608151697662
735,"Pasquotank, NC",37139,34897,34787,35281,35673,36533,37741,38956,40049,40554,40541,40167,40511,40551,40419,40233.0,40018.0,39909.0,39546.0,39479.0,39514.0,39775.0,40240.0,37139,128.10044000000002,1616.589528879013,-0.0097592551099161,-0.21385019674643052,0.29761411299591656,-0.6108829673599347
736,"Pitt, NC",37147,133798,136605,139128,141610,144486,147929,152934,157479,162116,165581,161385,165012,167951,170485,172438.0,173798.0,175150.0,176484.0,177372.0,178433.0,179961.0,170600.0,37147,668.3518799999999,1571.0250893400255,0.11510363416674411,-0.11720830882701162,0.26617350034258047,0.6343343647662634
737,"Richmond, NC",37153,46564,46480,46659,46292,46227,46310,46263,46390,46538,46537,46477,46546,46608,46534,46317.0,46046.0,45710.0,45447.0,45189.0,44997.0,44759.0,43301.0,37153,1262.59558,1657.0819225038604,-0.036964520085203435,-0.01090811450967528,0.32555488602519755,-0.8821923024919538
738,"Rowan, NC",37159,130340,131852,132765,132562,132202,132527,134045,135626,137721,138562,136880,137654,138189,138265,138246.0,138361.0,138694.0,138940.0,139605.0,140296.0,140978.0,145784.0,37159,10.96693,846.1398633435042,0.02993863237872589,-0.23480340983740924,-0.23401559095923455,-0.21498873620751785
739,"Union, NC",37179,123677,131661,138329,144244,151452,160835,172529,184782,193678,198533,190346,196931,201617,205426,209387.0,213422.0,217614.0,222095.0,226694.0,231053.0,235767.0,235699.0,37179,13.560329999999999,786.2690921932189,0.2386233490590819,-0.23433949423520334,-0.2753279333042334,1.8661566518705546
740,"Wake, NC",37183,627846,656819,676392,695746,716336,746048,784038,821607,856492,883624,850546,879658,905573,929214,952513.0,976019.0,998576.0,1023811.0,1046558.0,1069079.0,1091662.0,1112883.0,37183,353.98827000000006,3151.3022230199285,0.2834837857094149,-0.17344266659857796,1.356604585365385,2.3135353211240917
741,"Wayne, NC",37191,113329,113934,114305,114595,116484,117009,117534,118942,119910,121217,120102,121324,122419,123382,124093.0,124355.0,124447.0,124496.0,124002.0,123603.0,123785.0,117692.0,37191,1752.23915,2686.801101316953,0.030665600905896654,0.0766808774093544,1.036087094263421,-0.20773891350048798
742,"Wilson, NC",37195,73814,74232,75213,75685,76140,76775,77379,78474,79790,80664,79533,80351,81020,81365,81499.0,81581.0,81617.0,81379.0,81336.0,81435.0,81579.0,78844.0,37195,1148.24351,2575.9566630383956,0.025725170683867073,-0.03136377480794961,0.9596016357797109,-0.2570082310396685
743,"Barnes, ND",38003,11775,11446,11281,11199,11202,11171,11106,11057,11027,11028,11056,11048,11047,11085,11096.0,11097.0,11033.0,10971.0,10836.0,10706.0,10592.0,10869.0,38003,423.2977,369.29702186790513,-0.041968162083936326,-0.16104437633984434,-0.563049180026478,-0.9320920106972598
744,"Burleigh, ND",38015,69416,70121,71090,71987,72837,74375,75940,77473,78678,80122,78776,80225,81941,83906,86111.0,88223.0,90560.0,92372.0,93737.0,94793.0,95509.0,97895.0,38015,950.3458499999999,1046.0043631352644,0.21241240987102672,-0.06676433473470385,-0.09610404448385904,1.6047634071895431
745,"Cass, ND",38017,123138,125520,127119,129356,133197,135181,138340,141316,144290,147872,144410,147222,150240,154080,158041.0,162500.0,166852.0,170620.0,174202.0,176975.0,179937.0,182992.0,38017,39.62284,977.2063503567227,0.24601481891835744,-0.22967734993750608,-0.14357640874367988,1.9398693973626513
746,"Grand Forks, ND",38035,66109,65567,65409,65287,67071,66629,67096,66333,66917,66518,66771,66662,66890,67357,68144.0,68979.0,69793.0,70130.0,70400.0,70224.0,70243.0,73101.0,38035,191.60954,569.9993796151823,0.05199862215632535,-0.2024894878808268,-0.42455949042667357,0.005008428496312906
747,"Morton, ND",38059,25303,25143,25195,25197,25372,25576,25910,26310,26696,27043,26712,27076,27439,27874,28428.0,28985.0,29633.0,30059.0,30544.0,30868.0,31118.0,32916.0,38059,1523.25184,1629.0379080038247,0.1649445941898772,0.0357189024667439,0.3062038086047079,1.1313821876233887
748,"Pierce, ND",38069,4675,4610,4577,4511,4450,4398,4394,4368,4372,4329,4364,4361,4378,4399,4402.0,4395.0,4373.0,4272.0,4210.0,4126.0,4061.0,4038.0,38069,456.27634,166.7429883735855,-0.06943171402383135,-0.15514505281260882,-0.7028165726006058,-1.2059771584414563
749,"Ramsey, ND",38071,12066,11822,11789,11555,11451,11344,11298,11320,11434,11328,11371,11400,11450,11473,11522.0,11566.0,11578.0,11574.0,11557.0,11583.0,11521.0,11638.0,38071,1026.59917,1460.6491149512024,0.013191451939143435,-0.05312389944974915,0.1900112937598755,-0.3820029665238348
750,"Stark, ND",38089,22636,22494,22384,22431,22539,22671,22770,23176,23375,23786,23486,23973,24682,25666,27038.0,28628.0,29837.0,30316.0,30876.0,31081.0,31164.0,32710.0,38089,153.44003,1302.734924604238,0.32691816401260326,-0.20931737066695902,0.08104651900574211,2.7466923703208224
751,"Stutsman, ND",38093,21908,21664,21525,21345,21175,21132,21115,20876,20812,21009,20984,20973,20965,21046,21056.0,21076.0,21108.0,21058.0,21064.0,20965.0,20879.0,21678.0,38093,809.0779600000001,529.4539264227014,-0.005003812428516966,-0.09203478212489087,-0.452536875896059,-0.5634584709133532
752,"Ward, ND",38101,58795,58246,57741,57193,58054,57878,58030,58297,58670,60213,59461,60667,62013,64008,65854.0,67736.0,68954.0,69628.0,69034.0,68812.0,68962.0,69686.0,38101,1979.95255,2873.938081239819,0.15978540555994686,0.11741497129821066,1.1652163309752113,1.0799312630218985
753,"Williams, ND",38105,19761,19610,19729,19705,19724,19855,20122,20547,20928,21820,21194,22046,23287,25024,27066.0,29619.0,31643.0,32916.0,34061.0,35208.0,36044.0,38460.0,38105,159.00948,891.2058065260907,0.7006700009436633,-0.2083210898191508,-0.20291895336647814,6.473998921984568
754,"Allen, OH",39003,108473,108523,108518,107418,106826,106861,106716,106717,106773,106518,106586,106468,106079,105895,105562.0,105196.0,104664.0,104157.0,103642.0,103175.0,102808.0,102462.0,39003,1.1445100000000001,77.99915103756751,-0.03544555570149926,-0.23656047542290304,-0.7640520589422076,-0.8670441604905307
755,"Ashtabula, OH",39007,102728,102450,102577,102667,102648,102638,102340,102156,101826,101584,101867,101676,101262,100835,100346.0,99777.0,99175.0,98622.0,98136.0,97830.0,97416.0,97869.0,39007,365.76252999999997,2621.08621737448,-0.043694228749251475,-0.1713364496947339,0.990742166672984,-0.9493055169720778
756,"Athens, OH",39009,62223,62997,63401,63827,63230,64075,64237,64102,64546,64618,64455,64562,64592,64811,64840.0,64974.0,65103.0,65563.0,65936.0,65917.0,65945.0,62933.0,39009,122.79358,1457.840923948525,0.023116903265844386,-0.21479950466372924,0.1880735711308894,-0.28301964095142845
757,"Auglaize, OH",39011,46611,46137,45943,45872,45932,46166,46034,45977,46167,45996,46023,45986,45934,45906,45867.0,45873.0,45871.0,45778.0,45784.0,45729.0,45709.0,46282.0,39011,75.34725,543.6593533926466,-0.006822675618712383,-0.2232868543800905,-0.44273477295226793,-0.5815974070081231
758,"Belmont, OH",39013,70226,69901,70293,70219,70241,70203,70469,70430,70356,70439,70403,70346,70182,69990,69793.0,69560.0,69228.0,68889.0,68472.0,68024.0,67424.0,67077.0,39013,53.313269999999996,523.8283458390475,-0.04231353777537889,-0.22722836247783607,-0.45641866840509343,-0.9355363310999892
759,"Butler, OH",39017,332807,336679,339514,343022,346655,350732,356691,361192,364179,366633,363465,366167,368029,369650,371154.0,372538.0,373638.0,375702.0,378294.0,380019.0,382129.0,387830.0,39017,2.44424,436.2614123788097,0.05135019878117563,-0.23632797560580768,-0.5168420613847884,-0.0014580887368673215
760,"Clark, OH",39023,144742,143803,143229,141758,141380,141367,140668,139829,139404,138778,139374,138782,138278,137763,137303.0,136827.0,136175.0,135520.0,135198.0,134726.0,134409.0,136032.0,39023,12.064779999999999,837.1857484917568,-0.035623573980799864,-0.23460702295382718,-0.2401941560761474,-0.8688194793871583
761,"Clermont, OH",39025,177977,179845,182143,184446,187281,189486,192209,194346,195891,196512,195312,196731,197543,198417,199450.0,200285.0,201092.0,202166.0,203216.0,204275.0,205616.0,207650.0,39025,40.51284,793.615607882477,0.05275661505693455,-0.22951814391993713,-0.27025865216142503,0.012567647275688163
762,"Columbiana, OH",39029,112075,111370,111097,111000,110627,109784,109673,109153,108469,107948,108609,108198,107598,107078,106622.0,105987.0,105230.0,104584.0,104003.0,103190.0,102514.0,102331.0,39029,27.11833,572.926257849889,-0.056118737857820254,-0.23191419627318127,-0.42253987061367987,-1.073211139970036
763,"Crawford, OH",39033,46966,46533,46271,45928,45776,45536,44907,44634,44291,43921,44294,43998,43623,43348,43036.0,42725.0,42485.0,42231.0,42021.0,41821.0,41603.0,41939.0,39033,198.78584,657.3763926713291,-0.06075314941075541,-0.20120576861804032,-0.3642671473165787,-1.1194286319995068
764,"Cuyahoga, OH",39035,1393978,1382520,1371493,1359929,1346714,1330612,1312816,1301540,1291479,1285082,1293825,1285279,1278024,1272533,1267513.0,1263189.0,1258710.0,1257401.0,1253783.0,1247451.0,1241475.0,1263667.0,39035,97.54784,1763.2097720261045,-0.04046142252623036,-0.2193155425580897,0.3987857792902257,-0.9170657829435638
765,"Defiance, OH",39039,39500,39456,39303,39209,39115,39049,39154,39123,39250,39060,39119,39066,38975,38911,38795.0,38669.0,38488.0,38311.0,38279.0,38160.0,38024.0,38329.0,39039,15.837750000000002,68.95470987957134,-0.027991513075487615,-0.23393210213572938,-0.7702929514889301,-0.7927073969726599
766,"Delaware, OH",39041,109989,118646,126172,133842,141348,149153,156164,161796,166652,170676,166108,170541,174454,178139,181821.0,185433.0,188996.0,193024.0,197008.0,201135.0,205454.0,211121.0,39041,4.37672,517.2036065979546,0.2368699882004479,-0.23598228746554745,-0.4609899055917231,1.8486709494069098
767,"Erie, OH",39043,79551,79308,78762,78673,78596,78070,77876,77668,77573,77085,77454,77223,76952,76634,76416.0,76141.0,75808.0,75369.0,75136.0,74780.0,74419.0,75560.0,39043,129.07322,997.8366748379408,-0.039184548247992355,-0.213676182780396,-0.12934096444787962,-0.9043319275008537
768,"Fairfield, OH",39045,122759,126245,129355,132770,136074,138745,141005,142915,144029,145446,143949,145167,146138,147110,148067.0,149112.0,150163.0,151526.0,152910.0,154457.0,156204.0,157622.0,39045,5.56895,446.58671176001076,0.0851343184044349,-0.2357690175887764,-0.5097173443541686,0.33546004241654054
769,"Fayette, OH",39047,28433,28310,28370,28450,28470,28695,28791,28908,28896,28929,28913,28955,28931,28902,28875.0,28769.0,28719.0,28659.0,28645.0,28620.0,28609.0,28897.0,39047,27.07098,380.1702866453395,-0.010514301525265451,-0.23192266639108228,-0.5555463530499285,-0.6184128017919217
770,"Franklin, OH",39049,1068978,1082938,1088693,1095250,1099603,1105497,1115924,1127174,1141183,1155408,1141117,1153671,1167484,1181824,1197592.0,1215761.0,1232118.0,1253507.0,1275333.0,1290360.0,1304715.0,1313598.0,39049,3.99979,771.9914442990085,0.1433665434832712,-0.23604971389723536,-0.2851798705075536,0.9161912458710402
771,"Greene, OH",39057,147886,149643,151537,153064,155442,156223,157850,159055,160115,161075,159940,160940,161936,162588,163313.0,164192.0,164325.0,164825.0,165811.0,166502.0,167867.0,167043.0,39057,315.51408,600.5784443751141,0.04956233587595348,-0.1803250515076685,-0.40345916437974283,-0.01928786898578761
772,"Hamilton, OH",39061,845303,840335,832390,825139,817306,810352,804913,801815,799840,802149,802194,801223,801350,802481,803272.0,804194.0,805965.0,808703.0,812037.0,813589.0,815790.0,826790.0,39061,11.33247,981.1121841147002,0.016948518687499532,-0.2347380208849799,-0.14088128492529475,-0.344534951326444
773,"Hancock, OH",39063,71295,71972,72617,73118,73532,73585,74167,74712,74781,74964,74670,74847,75043,75239,75290.0,75428.0,75672.0,75508.0,75690.0,75837.0,75765.0,75139.0,39063,1683.38955,737.511395348502,0.014664523905182804,0.06436484299675418,-0.3089719740490303,-0.3673124948055554
774,"Huron, OH",39077,59487,59620,59917,59947,60011,60116,60113,60086,60121,59754,59932,59813,59628,59390,59186.0,58937.0,58704.0,58497.0,58457.0,58339.0,58271.0,58583.0,39077,106.30087999999999,574.6350550840991,-0.027714743375825936,-0.21774977105244742,-0.42136075741734785,-0.7899472620036342
